,index,key_start_day,division,profit_centre,order,material,designation,order_type,order_quantity,date_start_plan,date_end_plan,fixation,date_reordo,message,order_stat,customer_order,date_end_real,AllocatedTime,Leadtime,workstation,Allocated_Time_On_Workstation,Smooth_Family,Ranking,Freeze_end_date,Remain_to_do,closed,freezed,key,smoothing_end_date
0,77,,2110,107,3689549,IS0028108M,107A-800VU-COA-40,YP04,1,04/02/2021,10/02/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702008,15/02/2021,20.71,4.0,prod,0.0,2,2021-02-10,,,True,not_freezed,21101072NaT,
1,0,,2110,107,3685523,IS0015667M,107A-DE-820-40,YP04,1,06/01/2021,16/02/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT MMEf RIMP,A110702008,15/02/2021,765.12,22.0,prod,1.0,1,2021-02-16,,,True,not_freezed,21101071NaT,
2,78,,2110,107,3697583,IS0028165M,107B-800VU-COA-40,YP04,1,12/02/2021,18/02/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702001,03/03/2021,20.71,4.0,prod,0.0,2,2021-02-18,,,True,not_freezed,21101072NaT,
3,1,,2110,107,3691596,IS0015730M,107B-DE-820-40,YP04,1,02/02/2021,12/03/2021,None,,nan,TCLO ARTM IMPR CONF LIVR CCRP ERCT MMEf*,A210702001,01/03/2021,765.12,22.0,prod,0.0,1,2021-03-12,,,True,not_freezed,21101071NaT,
4,2,,2110,107,3700584,IS0015730M,107B-DE-820-40,YP04,1,04/02/2021,16/03/2021,None,,nan,TCLO ARTM IMPR CONF LIVR CCRP ERCT MMEf*,A210701970,10/03/2021,765.12,22.0,prod,0.0,1,2021-03-16,,,True,not_freezed,21101071NaT,
5,79,,2110,107,3701570,IS0028165M,107B-800VU-COA-40,YP04,1,15/03/2021,22/03/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210701970,10/03/2021,20.71,4.0,prod,0.0,2,2021-03-22,,,True,not_freezed,21101072NaT,
6,3,,2110,107,3697577,IS0015730M,107B-DE-820-40,YP04,1,16/02/2021,26/03/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702003,19/03/2021,765.12,22.0,prod,0.0,1,2021-03-26,,,True,not_freezed,21101071NaT,
7,80,,2110,107,3713842,IS0028165M,107B-800VU-COA-40,YP04,1,23/03/2021,30/03/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702003,29/03/2021,20.71,4.0,prod,0.0,2,2021-03-30,,,True,not_freezed,21101072NaT,
8,81,,2110,107,3713841,IS0028108M,107A-800VU-COA-40,YP04,1,07/04/2021,14/04/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A110702011,19/04/2021,20.71,4.0,prod,0.0,2,2021-04-14,,,True,not_freezed,21101072NaT,
9,4,,2110,107,3703052,IS0015730M,107B-DE-820-40,YP04,1,08/03/2021,15/04/2021,None,,nan,TCLO ARTM IPRP CONF LIVR CCRP ERCT MMEf*,A210702002,08/04/2021,765.12,22.0,prod,0.0,1,2021-04-15,,,True,not_freezed,21101071NaT,
10,82,,2110,107,3714427,IS0028165M,107B-800VU-COA-40,YP04,1,09/04/2021,20/04/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702002,12/04/2021,20.71,4.0,prod,0.0,2,2021-04-20,,,True,not_freezed,21101072NaT,
11,5,,2110,107,3722216,IS0015667M,107A-DE-820-40,YP04,1,19/03/2021,28/04/2021,None,,nan,TCLO ARTM IMPR CONF LIVR CCRP ERCT MMEf*,A110702011,19/04/2021,765.12,22.0,prod,1.0,1,2021-04-28,,,True,not_freezed,21101071NaT,
12,6,,2110,107,3746964,IS0015730M,107B-DE-820-40,YP04,1,22/04/2021,18/05/2021,None,,nan,TCLO IMPR CONF LIVR CCRP MMEf PART RIMP,A210701995,29/04/2021,765.12,22.0,prod,0.0,1,2021-05-18,,,True,not_freezed,21101071NaT,
13,83,,2110,107,3746962,IS0028165M,107B-800VU-COA-40,YP04,1,06/05/2021,18/05/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A210701995,29/04/2021,20.71,4.0,prod,0.0,2,2021-05-18,,,True,not_freezed,21101072NaT,
14,84,,2110,107,3737360,IS0028165M,107B-800VU-COA-40,YP04,1,12/04/2021,25/05/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702004,17/05/2021,20.71,4.0,prod,0.0,2,2021-05-25,,,True,not_freezed,21101072NaT,
15,7,,2110,107,3729660,IS0015730M,107B-DE-820-40,YP04,1,12/04/2021,25/05/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702004,17/05/2021,765.12,22.0,prod,0.0,1,2021-05-25,,,True,not_freezed,21101071NaT,
16,8,,2110,107,3737354,IS0015730M,107B-DE-820-40,YP04,1,26/04/2021,08/06/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702006,24/05/2021,765.12,22.0,prod,0.0,1,2021-06-08,,,True,not_freezed,21101071NaT,
17,85,,2110,107,3737361,IS0028165M,107B-800VU-COA-40,YP04,1,26/04/2021,08/06/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702006,24/05/2021,20.71,4.0,prod,0.0,2,2021-06-08,,,True,not_freezed,21101072NaT,
18,86,,2110,107,3766142,IS0028108M,107A-800VU-COA-40,YP04,1,08/06/2021,15/06/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702007,07/06/2021,20.71,4.0,prod,0.0,2,2021-06-15,,,True,not_freezed,21101072NaT,
19,9,,2110,107,3740787,IS0015667M,107A-DE-820-40,YP04,1,17/05/2021,24/06/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702007,07/06/2021,765.12,22.0,prod,1.0,1,2021-06-24,,,True,not_freezed,21101071NaT,
20,87,,2110,107,3766143,IS0028165M,107B-800VU-COA-40,YP04,1,21/06/2021,25/06/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702000,30/06/2021,20.71,4.0,prod,0.0,2,2021-06-25,,,True,not_freezed,21101072NaT,
21,10,,2110,107,3757519,IS0015730M,107B-DE-820-40,YP04,1,01/06/2021,08/07/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702000,30/06/2021,765.12,22.0,prod,0.0,1,2021-07-08,,,True,not_freezed,21101071NaT,
22,88,,2110,107,3772548,IS0028165M,107B-800VU-COA-40,YP04,1,01/07/2021,08/07/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210701999,14/07/2021,20.71,4.0,prod,0.0,2,2021-07-08,,,True,not_freezed,21101072NaT,
23,11,,2110,107,3772543,IS0015730M,107B-DE-820-40,YP04,1,08/06/2021,16/07/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210701999,14/07/2021,765.12,22.0,prod,0.0,1,2021-07-16,,,True,not_freezed,21101071NaT,
24,12,,2110,107,3772509,IS0015667M,107A-DE-820-40,YP04,1,16/06/2021,20/08/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702012,13/08/2021,765.12,22.0,prod,1.0,1,2021-08-20,,,True,not_freezed,21101071NaT,
25,89,,2110,107,3772547,IS0028108M,107A-800VU-COA-40,YP04,1,17/08/2021,22/08/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A110702012,11/10/2021,20.71,4.0,prod,0.0,2,2021-08-22,,,True,not_freezed,21101072NaT,
26,13,,2110,107,3806010,IS0015730M,107B-DE-820-40,YP04,1,23/08/2021,14/09/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702009,13/09/2021,765.12,22.0,prod,0.0,1,2021-09-14,,,True,not_freezed,21101071NaT,
27,14,,2110,107,3801724,IS0015730M,107B-DE-820-40,YP04,1,12/08/2021,17/09/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702010,02/09/2021,765.12,22.0,prod,0.0,1,2021-09-17,,,True,not_freezed,21101071NaT,
28,90,,2110,107,3801687,IS0028165M,107B-800VU-COA-40,YP04,1,13/09/2021,17/09/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702010,02/09/2021,20.71,4.0,prod,0.0,2,2021-09-17,,,True,not_freezed,21101072NaT,
29,91,,2110,107,3806023,IS0028165M,107B-800VU-COA-40,YP04,1,14/09/2021,22/09/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702009,13/09/2021,20.71,4.0,prod,0.0,2,2021-09-22,,,True,not_freezed,21101072NaT,
30,93,,2110,107,3826592,IS0028165M,107B-800VU-COA-40,YP04,1,13/10/2021,13/10/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702014,15/10/2021,20.71,4.0,prod,0.0,2,2021-10-13,,,True,not_freezed,21101072NaT,
31,92,,2110,107,3823658,IS0028165M,107B-800VU-COA-40,YP04,1,09/10/2021,13/10/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702013,27/09/2021,20.71,4.0,prod,0.0,2,2021-10-13,,,True,not_freezed,21101072NaT,
32,15,,2110,107,3816047,IS0015730M,107B-DE-820-40,YP04,1,07/09/2021,13/10/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702013,27/09/2021,765.12,22.0,prod,0.0,1,2021-10-13,,,True,not_freezed,21101071NaT,
33,16,,2110,107,3823653,IS0015730M,107B-DE-820-40,YP04,1,24/09/2021,13/10/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702014,15/10/2021,765.12,22.0,prod,0.0,1,2021-10-13,,,True,not_freezed,21101071NaT,
34,94,,2110,107,3843317,IS0028108M,107A-800VU-COA-40,YP04,1,03/11/2021,08/11/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A110702015,08/11/2021,20.71,4.0,prod,0.0,2,2021-11-08,,,True,not_freezed,21101072NaT,
35,154,,2110,177,3851808,IS0014648M,177A-915LR,YP04,1,04/11/2021,08/11/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702010,04/11/2021,123.493315543289,18.0,prod,0.0,3,2021-11-08,,,True,not_freezed,21101773NaT,
36,17,,2110,107,3826588,IS0015667M,107A-DE-820-40,YP04,1,07/10/2021,15/11/2021,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702015,08/11/2021,765.12,22.0,prod,1.0,1,2021-11-15,,,True,not_freezed,21101071NaT,
37,155,,2110,177,3852132,IS0014648M,177A-915LR,YP04,1,11/11/2021,22/11/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ARCO MMEf RIMP,A117702009,15/11/2021,123.493315543289,18.0,prod,0.0,3,2021-11-22,,,True,not_freezed,21101773NaT,
38,18,,2110,107,3842175,IS0015730M,107B-DE-820-40,YP04,1,04/11/2021,29/11/2021,None,,nan,TCLO ARTM IPRP CONF LIVR CCRP ERCT MMEf*,A210702016,25/11/2021,765.12,22.0,prod,0.0,1,2021-11-29,,,True,not_freezed,21101071NaT,
39,95,,2110,107,3851893,IS0028165M,107B-800VU-COA-40,YP04,1,11/11/2021,29/11/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702016,25/11/2021,20.71,4.0,prod,0.0,2,2021-11-29,,,True,not_freezed,21101072NaT,
40,156,,2110,177,3855092,IS0014648M,177A-915LR,YP04,1,29/11/2021,30/11/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ARCO MMEf RIMP,A117702013,29/11/2021,123.493315543289,18.0,prod,0.0,3,2021-11-30,,,True,not_freezed,21101773NaT,
41,19,,2110,107,3854893,IS0015730M,107B-DE-820-40,YP04,1,02/12/2021,27/12/2021,None,,nan,TCLO ARTM IMPR CONF LIVR CCRP ERCT MMEf*,A210702017,14/12/2021,765.12,22.0,prod,0.0,1,2021-12-27,,,True,not_freezed,21101071NaT,
42,96,,2110,107,3858770,IS0028165M,107B-800VU-COA-40,YP04,1,18/11/2021,27/12/2021,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702017,14/12/2021,20.71,4.0,prod,0.0,2,2021-12-27,,,True,not_freezed,21101072NaT,
43,157,,2110,177,3862648,IS0014648M,177A-915LR,YP04,1,22/12/2021,03/01/2022,None,,nan,TCLO IMPR CONF LIVR CCRP MMEf PART RIMP,A117702014,28/12/2021,123.493315543289,18.0,prod,0.0,3,2022-01-03,,,True,not_freezed,21101773NaT,
44,158,,2110,177,3870136,IS0014648M,177A-915LR,YP04,1,30/12/2021,03/01/2022,None,,nan,TCLO IMPR CONF LIVR CCRP MMEf PART RIMP,A117702015,30/12/2021,123.493315543289,18.0,prod,0.0,3,2022-01-03,,,True,not_freezed,21101773NaT,
45,20,,2110,107,3862460,IS0015730M,107B-DE-820-40,YP04,1,24/12/2021,07/01/2022,None,,nan,TCLO ARTM IPRP CONF LIVR CCRP ERCT MMEf*,A210702018,11/01/2022,765.12,22.0,prod,0.0,1,2022-01-07,,,True,not_freezed,21101071NaT,
46,97,,2110,107,3869829,IS0028165M,107B-800VU-COA-40,YP04,1,24/12/2021,07/01/2022,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702018,11/01/2022,20.71,4.0,prod,0.0,2,2022-01-07,,,True,not_freezed,21101072NaT,
47,159,,2110,177,3882967,IS0014648M,177A-915LR,YP04,1,17/01/2022,21/01/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702016,21/01/2022,123.493315543289,18.0,prod,0.0,3,2022-01-21,,,True,not_freezed,21101773NaT,
48,21,,2110,107,3869822,IS0015730M,107B-DE-820-40,YP04,1,13/01/2022,28/01/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702019,28/01/2022,765.12,22.0,prod,0.0,1,2022-01-28,,,True,not_freezed,21101071NaT,
49,98,,2110,107,3879386,IS0028165M,107B-800VU-COA-40,YP04,1,13/01/2022,28/01/2022,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702019,28/01/2022,20.71,4.0,prod,0.0,2,2022-01-28,,,True,not_freezed,21101072NaT,
50,22,,2110,107,3883786,IS0015730M,107B-DE-820-40,YP04,1,26/01/2022,09/02/2022,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702020,09/02/2022,765.12,22.0,prod,0.0,1,2022-02-09,,,True,not_freezed,21101071NaT,
51,99,,2110,107,3892575,IS0028165M,107B-800VU-COA-40,YP04,1,26/01/2022,09/02/2022,None,,nan,TCLO ARTM IPRP CONF LIVR CCRP ERCT MMEf*,A210702020,09/02/2022,20.71,4.0,prod,0.0,2,2022-02-09,,,True,not_freezed,21101072NaT,
52,160,,2110,177,3888657,IS0014648M,177A-915LR,YP04,1,11/02/2022,11/02/2022,None,,nan,TCLO IMPR CONF LIVR CCRP MMEf PART RIMP,A117702017,14/02/2022,123.493315543289,18.0,prod,0.0,3,2022-02-11,,,True,not_freezed,21101773NaT,
53,161,,2110,177,6001371,IS0014648M,177A-915LR,YP04,1,25/02/2022,25/02/2022,None,,nan,TCLO IMPR CONF LIVR CCRP MMEf PART RIMP,A117702018,28/02/2022,123.493315543289,18.0,prod,0.0,3,2022-02-25,,,True,not_freezed,21101773NaT,
54,23,,2110,107,3896140,IS0015730M,107B-DE-820-40,YP04,1,11/02/2022,25/02/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702021,25/02/2022,765.12,22.0,prod,0.0,1,2022-02-25,,,True,not_freezed,21101071NaT,
55,100,,2110,107,3902345,IS0028165M,107B-800VU-COA-40,YP04,1,08/02/2022,25/02/2022,None,,nan,TCLO ARTM IPRP CONF LIVR CCRP ERCT MMEf*,A210702021,25/02/2022,20.71,4.0,prod,0.0,2,2022-02-25,,,True,not_freezed,21101072NaT,
56,24,,2110,107,3900151,IS0015667M,107A-DE-820-40,YP04,1,03/03/2022,09/03/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702022,09/03/2022,765.12,22.0,prod,1.0,1,2022-03-09,,,True,not_freezed,21101071NaT,
57,101,,2110,107,6008316,IS0028108M,107A-800VU-COA-40,YP04,1,04/03/2022,09/03/2022,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A110702022,10/03/2022,20.71,4.0,prod,0.0,2,2022-03-09,,,True,not_freezed,21101072NaT,
58,162,,2110,177,6008370,IS0014648M,177A-915LR,YP04,1,07/03/2022,10/03/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702019,09/03/2022,123.493315543289,18.0,prod,0.0,3,2022-03-10,,,True,not_freezed,21101773NaT,
59,163,,2110,177,6016024,IS0014648M,177A-915LR,YP04,1,21/03/2022,24/03/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702020,28/03/2022,123.493315543289,18.0,prod,0.0,3,2022-03-24,,,True,not_freezed,21101773NaT,
60,25,,2110,107,6008342,IS0015667M,107A-DE-820-40,YP04,1,07/03/2022,28/03/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702023,22/03/2022,765.12,22.0,prod,1.0,1,2022-03-28,,,True,not_freezed,21101071NaT,
61,102,,2110,107,6013025,IS0028108M,107A-800VU-COA-40,YP04,1,11/03/2022,28/03/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702023,22/03/2022,20.71,4.0,prod,0.0,2,2022-03-28,,,True,not_freezed,21101072NaT,
62,164,,2110,177,6023522,IS0014648M,177A-915LR,YP04,1,01/04/2022,05/04/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702021,04/04/2022,123.493315543289,18.0,prod,0.0,3,2022-04-05,,,True,not_freezed,21101773NaT,
63,165,,2110,177,6033309,IS0014648M,177A-915LR,YP04,1,12/04/2022,13/04/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702022,14/04/2022,123.493315543289,18.0,prod,0.0,3,2022-04-13,,,True,not_freezed,21101773NaT,
64,103,,2110,107,6023495,IS0028165M,107B-800VU-COA-40,YP04,1,12/04/2022,19/04/2022,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702024,14/04/2022,20.71,4.0,prod,0.0,2,2022-04-19,,,True,not_freezed,21101072NaT,
65,26,,2110,107,6012939,IS0015730M,107B-DE-820-40,YP04,1,29/03/2022,19/04/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702024,14/04/2022,765.12,22.0,prod,0.0,1,2022-04-19,,,True,not_freezed,21101071NaT,
66,166,,2110,177,6037974,IS0014648M,177A-915LR,YP04,1,02/05/2022,02/05/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702023,28/04/2022,123.493315543289,18.0,prod,0.0,3,2022-05-02,,,True,not_freezed,21101773NaT,
67,27,,2110,107,6023493,IS0015730M,107B-DE-820-40,YP04,1,25/04/2022,06/05/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702025,28/04/2022,765.12,22.0,prod,0.0,1,2022-05-06,,,True,not_freezed,21101071NaT,
68,104,,2110,107,6024172,IS0028165M,107B-800VU-COA-40,YP04,1,06/05/2022,06/05/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702025,28/04/2022,20.71,4.0,prod,0.0,2,2022-05-06,,,True,not_freezed,21101072NaT,
69,105,,2110,107,6029658,IS0028165M,107B-800VU-COA-40,YP04,1,16/05/2022,17/05/2022,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702026,17/05/2022,20.71,4.0,prod,0.0,2,2022-05-17,,,True,not_freezed,21101072NaT,
70,167,,2110,177,6037975,IS0014648M,177A-915LR,YP04,1,23/05/2022,23/05/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702024,23/05/2022,123.493315543289,18.0,prod,0.0,3,2022-05-23,,,True,not_freezed,21101773NaT,
71,28,,2110,107,6024117,IS0015730M,107B-DE-820-40,YP04,1,09/05/2022,27/05/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702026,17/05/2022,765.12,22.0,prod,0.0,1,2022-05-27,,,True,not_freezed,21101071NaT,
72,168,,2110,177,6051612,IS0014648M,177A-915LR,YP04,1,30/05/2022,30/05/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702025,26/05/2022,123.493315543289,18.0,prod,0.0,3,2022-05-30,,,True,not_freezed,21101773NaT,
73,106,,2110,107,6051626,IS0028165M,107B-800VU-COA-40,YP04,1,23/05/2022,30/05/2022,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702028,31/05/2022,20.71,4.0,prod,0.0,2,2022-05-30,,,True,not_freezed,21101072NaT,
74,29,,2110,107,6051617,IS0015730M,107B-DE-820-40,YP04,1,20/05/2022,30/05/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702028,31/05/2022,765.12,22.0,prod,0.0,1,2022-05-30,,,True,not_freezed,21101071NaT,
75,169,,2110,177,6065467,IS0014648M,177A-915LR,YP04,1,03/06/2022,07/06/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702026,07/06/2022,123.493315543289,18.0,prod,0.0,3,2022-06-07,,,True,not_freezed,21101773NaT,
76,30,,2110,107,6058306,IS0015667M,107A-DE-820-40,YP04,1,30/05/2022,13/06/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702030,10/06/2022,765.12,22.0,prod,1.0,1,2022-06-13,,,True,not_freezed,21101071NaT,
77,107,,2110,107,6065478,IS0028108M,107A-800VU-COA-40,YP04,1,02/06/2022,13/06/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A110702030,10/06/2022,20.71,4.0,prod,0.0,2,2022-06-13,,,True,not_freezed,21101072NaT,
78,170,,2110,177,6077092,IS0014648M,177A-915LR,YP04,1,20/06/2022,21/06/2022,None,,nan,TCLO ARTM IMPR CONF LIVR CCRP MMEf RIMP,A117702028,21/06/2022,123.493315543289,18.0,prod,0.0,3,2022-06-21,,,True,not_freezed,21101773NaT,
79,108,,2110,107,6071708,IS0028165M,107B-800VU-COA-40,YP04,1,14/06/2022,22/06/2022,None,,nan,TCLO IPRP CONF LIVR CCRP ERCT ARCO MMEf*,A210702029,23/06/2022,20.71,4.0,prod,0.0,2,2022-06-22,,,True,not_freezed,21101072NaT,
80,31,,2110,107,6065469,IS0015730M,107B-DE-820-40,YP04,1,13/06/2022,27/06/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702029,23/06/2022,765.12,22.0,prod,0.0,1,2022-06-27,,,True,not_freezed,21101071NaT,
81,109,,2110,107,6080753,IS0028165M,107B-800VU-COA-40,YP04,1,24/06/2022,06/07/2022,None,,nan,TCLO ARTM IPRP CONF LIVR CCRP ERCT MMEf*,A210702031,01/07/2022,20.71,4.0,prod,0.0,2,2022-07-06,,,True,not_freezed,21101072NaT,
82,32,,2110,107,6071694,IS0015730M,107B-DE-820-40,YP04,1,27/06/2022,06/07/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702031,01/07/2022,765.12,22.0,prod,0.0,1,2022-07-06,,,True,not_freezed,21101071NaT,
83,110,,2110,107,6084054,IS0028165M,107B-800VU-COA-40,YP04,1,06/07/2022,18/07/2022,None,,nan,TCLO ARTM IMPR CONF LIVR CCRP ERCT MMEf*,A210702032,14/07/2022,20.71,4.0,prod,0.0,2,2022-07-18,,,True,not_freezed,21101072NaT,
84,33,,2110,107,6084046,IS0015730M,107B-DE-820-40,YP04,1,04/07/2022,18/07/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702032,14/07/2022,765.12,22.0,prod,0.0,1,2022-07-18,,,True,not_freezed,21101071NaT,
85,171,,2110,177,6084041,IS0014648M,177A-915LR,YP04,1,08/08/2022,10/08/2022,None,,nan,TCLO ARTM IMPR CONF LIVR CCRP MMEf RIMP,A117702030,09/08/2022,123.493315543289,18.0,prod,0.0,3,2022-08-10,,,True,not_freezed,21101773NaT,
86,111,,2110,107,6098323,IS0028165M,107B-800VU-COA-40,YP04,1,09/08/2022,10/08/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702033,09/08/2022,20.71,4.0,prod,0.0,2,2022-08-10,,,True,not_freezed,21101072NaT,
87,34,,2110,107,6085608,IS0015730M,107B-DE-820-40,YP04,1,15/07/2022,10/08/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702033,09/08/2022,765.12,22.0,prod,0.0,1,2022-08-10,,,True,not_freezed,21101071NaT,
88,172,,2110,177,6087845,IS0014648M,177A-915LR,YP04,1,22/08/2022,24/08/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ARCO MMEf RIMP,A117702029,24/08/2022,123.493315543289,18.0,prod,0.0,3,2022-08-24,,,True,not_freezed,21101773NaT,
89,112,,2110,107,6098324,IS0028165M,107B-800VU-COA-40,YP04,1,15/08/2022,30/08/2022,None,,nan,TCLO ARTM IMPR CONF LIVR CCRP ERCT MMEf*,A210702034,22/08/2022,20.71,4.0,prod,0.0,2,2022-08-30,,,True,not_freezed,21101072NaT,
90,35,,2110,107,6098313,IS0015730M,107B-DE-820-40,YP04,1,08/08/2022,30/08/2022,None,,nan,TCLO IMPR CONF LIVR CCRP ERCT ARCO MMEf*,A210702034,22/08/2022,765.12,22.0,prod,0.0,1,2022-08-30,,,True,not_freezed,21101071NaT,
91,113,,2110,107,6103120,IS0028165M,107B-800VU-COA-40,YP04,1,09/08/2022,05/09/2022,None,,nan,LANC IMPR CNFP LIVR CCRP ERCT ARCO MMEf*,A210702035,02/09/2022,20.71,4.0,prod,0.0,2,2022-09-05,,,True,not_freezed,21101072NaT,
92,36,,2110,107,6102704,IS0015730M,107B-DE-820-40,YP04,1,23/08/2022,05/09/2022,None,,nan,LANC ARTM IMPR CNFP LIVR CCRP ERCT MMEf*,A210702035,02/09/2022,765.12,22.0,prod,0.0,1,2022-09-05,,,True,not_freezed,21101071NaT,
