,id,created_at,updated_at,created_by,updated_by,is_deleted,deleted_by,deleted_at,restored_at,restored_by,division,profit_center,work_day,smooth_family,cycle_time,workdata_id,owner,product_id,version,planning_approval_id,shared,work_day_week,work_day_month,work_day_year,work_year_week,work_year_month
161,2119554,2023-01-06 15:31:14.661704,2023-01-06 15:31:14.661704,Marwa,Marwa,False,,2023-01-06 15:31:14.661704,2023-01-06 15:31:14.661704,Marwa,15,105,2023-09-18,1,10.72,4605,officiel,25,19,170,False,38,9,2023,2023-W38,2023-M9
162,2119555,2023-01-06 15:31:14.712471,2023-01-06 15:31:14.712471,Marwa,Marwa,False,,2023-01-06 15:31:14.712471,2023-01-06 15:31:14.712471,Marwa,15,105,2023-09-19,1,10.72,4606,officiel,25,19,170,False,38,9,2023,2023-W38,2023-M9
163,2119556,2023-01-06 15:31:14.760069,2023-01-06 15:31:14.760069,Marwa,Marwa,False,,2023-01-06 15:31:14.760069,2023-01-06 15:31:14.760069,Marwa,15,105,2023-09-20,1,10.72,4607,officiel,25,19,170,False,38,9,2023,2023-W38,2023-M9
164,2119557,2023-01-06 15:31:14.801600,2023-01-06 15:31:14.801600,Marwa,Marwa,False,,2023-01-06 15:31:14.801600,2023-01-06 15:31:14.801600,Marwa,15,105,2023-09-21,1,10.72,4608,officiel,25,19,170,False,38,9,2023,2023-W38,2023-M9
165,2119558,2023-01-06 15:31:14.845140,2023-01-06 15:31:14.845140,Marwa,Marwa,False,,2023-01-06 15:31:14.845140,2023-01-06 15:31:14.845140,Marwa,15,105,2023-09-22,1,10.72,4609,officiel,25,19,170,False,38,9,2023,2023-W38,2023-M9
166,2119559,2023-01-06 15:32:25.894098,2023-01-06 15:32:25.894098,Marwa,Marwa,False,,2023-01-06 15:32:25.894098,2023-01-06 15:32:25.894098,Marwa,15,105,2023-09-25,1,10.72,4610,officiel,25,19,170,False,39,9,2023,2023-W39,2023-M9
167,2119560,2023-01-06 15:32:25.924378,2023-01-06 15:32:25.924378,Marwa,Marwa,False,,2023-01-06 15:32:25.924378,2023-01-06 15:32:25.924378,Marwa,15,105,2023-09-26,1,10.72,4611,officiel,25,19,170,False,39,9,2023,2023-W39,2023-M9
168,2119561,2023-01-06 15:33:56.046024,2023-01-06 15:33:56.046024,Marwa,Marwa,False,,2023-01-06 15:33:56.046024,2023-01-06 15:33:56.046024,Marwa,15,105,2023-09-28,1,10.72,4612,officiel,25,19,170,False,39,9,2023,2023-W39,2023-M9
169,2119562,2023-01-06 15:33:56.063960,2023-01-06 15:33:56.063960,Marwa,Marwa,False,,2023-01-06 15:33:56.063960,2023-01-06 15:33:56.063960,Marwa,15,105,2023-09-29,1,10.72,4613,officiel,25,19,170,False,39,9,2023,2023-W39,2023-M9
170,2119563,2023-01-06 15:34:55.570691,2023-01-06 15:34:55.570691,Marwa,Marwa,False,,2023-01-06 15:34:55.570691,2023-01-06 15:34:55.570691,Marwa,15,105,2023-10-02,1,10.72,4619,officiel,25,19,170,False,40,10,2023,2023-W40,2023-M10
171,2119564,2023-01-06 15:34:55.579815,2023-01-06 15:34:55.579815,Marwa,Marwa,False,,2023-01-06 15:34:55.579815,2023-01-06 15:34:55.579815,Marwa,15,105,2023-10-03,1,10.72,4620,officiel,25,19,170,False,40,10,2023,2023-W40,2023-M10
172,2119565,2023-01-06 15:34:55.586551,2023-01-06 15:34:55.586551,Marwa,Marwa,False,,2023-01-06 15:34:55.586551,2023-01-06 15:34:55.586551,Marwa,15,105,2023-10-04,1,10.72,4621,officiel,25,19,170,False,40,10,2023,2023-W40,2023-M10
173,2119566,2023-01-06 15:34:55.592623,2023-01-06 15:34:55.592623,Marwa,Marwa,False,,2023-01-06 15:34:55.592623,2023-01-06 15:34:55.592623,Marwa,15,105,2023-10-05,1,10.72,4622,officiel,25,19,170,False,40,10,2023,2023-W40,2023-M10
174,2119567,2023-01-06 15:34:55.599519,2023-01-06 15:34:55.599519,Marwa,Marwa,False,,2023-01-06 15:34:55.599519,2023-01-06 15:34:55.599519,Marwa,15,105,2023-10-06,1,10.72,4623,officiel,25,19,170,False,40,10,2023,2023-W40,2023-M10
175,2119568,2023-01-06 15:35:30.669651,2023-01-06 15:35:30.669651,Marwa,Marwa,False,,2023-01-06 15:35:30.669651,2023-01-06 15:35:30.669651,Marwa,15,105,2023-10-09,1,10.72,4624,officiel,25,19,170,False,41,10,2023,2023-W41,2023-M10
176,2119569,2023-01-06 15:35:30.679109,2023-01-06 15:35:30.679109,Marwa,Marwa,False,,2023-01-06 15:35:30.679109,2023-01-06 15:35:30.679109,Marwa,15,105,2023-10-10,1,10.72,4625,officiel,25,19,170,False,41,10,2023,2023-W41,2023-M10
177,2119570,2023-01-06 15:35:30.690096,2023-01-06 15:35:30.690096,Marwa,Marwa,False,,2023-01-06 15:35:30.690096,2023-01-06 15:35:30.690096,Marwa,15,105,2023-10-11,1,10.72,4626,officiel,25,19,170,False,41,10,2023,2023-W41,2023-M10
178,2119571,2023-01-06 15:35:30.698056,2023-01-06 15:35:30.698056,Marwa,Marwa,False,,2023-01-06 15:35:30.698056,2023-01-06 15:35:30.698056,Marwa,15,105,2023-10-12,1,10.72,4627,officiel,25,19,170,False,41,10,2023,2023-W41,2023-M10
179,2119572,2023-01-06 15:35:30.709074,2023-01-06 15:35:30.709074,Marwa,Marwa,False,,2023-01-06 15:35:30.709074,2023-01-06 15:35:30.709074,Marwa,15,105,2023-10-13,1,10.72,4628,officiel,25,19,170,False,41,10,2023,2023-W41,2023-M10
180,2119573,2023-01-06 15:36:02.597097,2023-01-06 15:36:02.597097,Marwa,Marwa,False,,2023-01-06 15:36:02.597097,2023-01-06 15:36:02.597097,Marwa,15,105,2023-10-16,1,10.72,4629,officiel,25,19,170,False,42,10,2023,2023-W42,2023-M10
181,2119574,2023-01-06 15:36:02.607274,2023-01-06 15:36:02.607274,Marwa,Marwa,False,,2023-01-06 15:36:02.607274,2023-01-06 15:36:02.607274,Marwa,15,105,2023-10-17,1,10.72,4630,officiel,25,19,170,False,42,10,2023,2023-W42,2023-M10
182,2119575,2023-01-06 15:36:02.614260,2023-01-06 15:36:02.614260,Marwa,Marwa,False,,2023-01-06 15:36:02.614260,2023-01-06 15:36:02.614260,Marwa,15,105,2023-10-18,1,10.72,4631,officiel,25,19,170,False,42,10,2023,2023-W42,2023-M10
183,2119576,2023-01-06 15:36:02.623541,2023-01-06 15:36:02.623541,Marwa,Marwa,False,,2023-01-06 15:36:02.623541,2023-01-06 15:36:02.623541,Marwa,15,105,2023-10-19,1,10.72,4632,officiel,25,19,170,False,42,10,2023,2023-W42,2023-M10
184,2119577,2023-01-06 15:36:02.631499,2023-01-06 15:36:02.631499,Marwa,Marwa,False,,2023-01-06 15:36:02.631499,2023-01-06 15:36:02.631499,Marwa,15,105,2023-10-20,1,10.72,4633,officiel,25,19,170,False,42,10,2023,2023-W42,2023-M10
185,2119578,2023-01-06 15:36:39.141467,2023-01-06 15:36:39.141467,Marwa,Marwa,False,,2023-01-06 15:36:39.141467,2023-01-06 15:36:39.141467,Marwa,15,105,2023-10-23,1,10.72,4634,officiel,25,19,170,False,43,10,2023,2023-W43,2023-M10
186,2119579,2023-01-06 15:36:39.155564,2023-01-06 15:36:39.155564,Marwa,Marwa,False,,2023-01-06 15:36:39.155564,2023-01-06 15:36:39.155564,Marwa,15,105,2023-10-24,1,10.72,4635,officiel,25,19,170,False,43,10,2023,2023-W43,2023-M10
187,2119580,2023-01-06 15:36:39.162938,2023-01-06 15:36:39.162938,Marwa,Marwa,False,,2023-01-06 15:36:39.162938,2023-01-06 15:36:39.162938,Marwa,15,105,2023-10-25,1,10.72,4636,officiel,25,19,170,False,43,10,2023,2023-W43,2023-M10
188,2119581,2023-01-06 15:36:39.175877,2023-01-06 15:36:39.175877,Marwa,Marwa,False,,2023-01-06 15:36:39.175877,2023-01-06 15:36:39.175877,Marwa,15,105,2023-10-26,1,10.72,4637,officiel,25,19,170,False,43,10,2023,2023-W43,2023-M10
189,2119582,2023-01-06 15:36:39.186884,2023-01-06 15:36:39.186884,Marwa,Marwa,False,,2023-01-06 15:36:39.186884,2023-01-06 15:36:39.186884,Marwa,15,105,2023-10-27,1,10.72,4638,officiel,25,19,170,False,43,10,2023,2023-W43,2023-M10
190,2119583,2023-01-06 15:37:09.255913,2023-01-06 15:37:09.255913,Marwa,Marwa,False,,2023-01-06 15:37:09.255913,2023-01-06 15:37:09.255913,Marwa,15,105,2023-10-30,1,10.72,4639,officiel,25,19,170,False,44,10,2023,2023-W44,2023-M10
191,2119584,2023-01-06 15:37:09.267924,2023-01-06 15:37:09.267924,Marwa,Marwa,False,,2023-01-06 15:37:09.267924,2023-01-06 15:37:09.267924,Marwa,15,105,2023-10-31,1,10.72,4640,officiel,25,19,170,False,44,10,2023,2023-W44,2023-M10
192,2119585,2023-01-06 15:38:11.022795,2023-01-06 15:38:11.022795,Marwa,Marwa,False,,2023-01-06 15:38:11.022795,2023-01-06 15:38:11.022795,Marwa,15,105,2023-11-01,1,10.72,4644,officiel,25,19,170,False,44,11,2023,2023-W44,2023-M11
193,2119586,2023-01-06 15:38:11.035713,2023-01-06 15:38:11.035713,Marwa,Marwa,False,,2023-01-06 15:38:11.035713,2023-01-06 15:38:11.035713,Marwa,15,105,2023-11-02,1,10.72,4645,officiel,25,19,170,False,44,11,2023,2023-W44,2023-M11
194,2119587,2023-01-06 15:38:11.044660,2023-01-06 15:38:11.044660,Marwa,Marwa,False,,2023-01-06 15:38:11.044660,2023-01-06 15:38:11.044660,Marwa,15,105,2023-11-03,1,10.72,4646,officiel,25,19,170,False,44,11,2023,2023-W44,2023-M11
195,2119588,2023-01-06 15:38:40.489235,2023-01-06 15:38:40.489235,Marwa,Marwa,False,,2023-01-06 15:38:40.489235,2023-01-06 15:38:40.489235,Marwa,15,105,2023-11-06,1,10.72,4647,officiel,25,19,170,False,45,11,2023,2023-W45,2023-M11
196,2119589,2023-01-06 15:38:40.503188,2023-01-06 15:38:40.503188,Marwa,Marwa,False,,2023-01-06 15:38:40.503188,2023-01-06 15:38:40.503188,Marwa,15,105,2023-11-07,1,10.72,4648,officiel,25,19,170,False,45,11,2023,2023-W45,2023-M11
197,2119590,2023-01-06 15:38:40.512509,2023-01-06 15:38:40.512509,Marwa,Marwa,False,,2023-01-06 15:38:40.512509,2023-01-06 15:38:40.512509,Marwa,15,105,2023-11-08,1,10.72,4649,officiel,25,19,170,False,45,11,2023,2023-W45,2023-M11
198,2119591,2023-01-06 15:38:40.528065,2023-01-06 15:38:40.528065,Marwa,Marwa,False,,2023-01-06 15:38:40.528065,2023-01-06 15:38:40.528065,Marwa,15,105,2023-11-09,1,10.72,4650,officiel,25,19,170,False,45,11,2023,2023-W45,2023-M11
199,2119592,2023-01-06 15:38:40.542018,2023-01-06 15:38:40.542018,Marwa,Marwa,False,,2023-01-06 15:38:40.542018,2023-01-06 15:38:40.542018,Marwa,15,105,2023-11-10,1,10.72,4651,officiel,25,19,170,False,45,11,2023,2023-W45,2023-M11
200,2119593,2023-01-06 15:39:22.479131,2023-01-06 15:39:22.479131,Marwa,Marwa,False,,2023-01-06 15:39:22.479131,2023-01-06 15:39:22.479131,Marwa,15,105,2023-11-13,1,10.72,4652,officiel,25,19,170,False,46,11,2023,2023-W46,2023-M11
201,2119594,2023-01-06 15:39:22.489972,2023-01-06 15:39:22.489972,Marwa,Marwa,False,,2023-01-06 15:39:22.489972,2023-01-06 15:39:22.489972,Marwa,15,105,2023-11-14,1,10.72,4653,officiel,25,19,170,False,46,11,2023,2023-W46,2023-M11
202,2119595,2023-01-06 15:39:22.499038,2023-01-06 15:39:22.499038,Marwa,Marwa,False,,2023-01-06 15:39:22.499038,2023-01-06 15:39:22.499038,Marwa,15,105,2023-11-15,1,10.72,4654,officiel,25,19,170,False,46,11,2023,2023-W46,2023-M11
203,2119596,2023-01-06 15:39:22.507578,2023-01-06 15:39:22.507578,Marwa,Marwa,False,,2023-01-06 15:39:22.507578,2023-01-06 15:39:22.507578,Marwa,15,105,2023-11-16,1,10.72,4655,officiel,25,19,170,False,46,11,2023,2023-W46,2023-M11
204,2119597,2023-01-06 15:39:22.523523,2023-01-06 15:39:22.523523,Marwa,Marwa,False,,2023-01-06 15:39:22.523523,2023-01-06 15:39:22.523523,Marwa,15,105,2023-11-17,1,10.72,4656,officiel,25,19,170,False,46,11,2023,2023-W46,2023-M11
205,2119598,2023-01-06 15:39:54.539306,2023-01-06 15:39:54.539306,Marwa,Marwa,False,,2023-01-06 15:39:54.539306,2023-01-06 15:39:54.539306,Marwa,15,105,2023-11-20,1,10.72,4657,officiel,25,19,170,False,47,11,2023,2023-W47,2023-M11
206,2119599,2023-01-06 15:39:54.553428,2023-01-06 15:39:54.553428,Marwa,Marwa,False,,2023-01-06 15:39:54.553428,2023-01-06 15:39:54.553428,Marwa,15,105,2023-11-21,1,10.72,4658,officiel,25,19,170,False,47,11,2023,2023-W47,2023-M11
207,2119600,2023-01-06 15:39:54.564022,2023-01-06 15:39:54.565018,Marwa,Marwa,False,,2023-01-06 15:39:54.565018,2023-01-06 15:39:54.565018,Marwa,15,105,2023-11-22,1,10.72,4659,officiel,25,19,170,False,47,11,2023,2023-W47,2023-M11
208,2119601,2023-01-06 15:39:54.575922,2023-01-06 15:39:54.575922,Marwa,Marwa,False,,2023-01-06 15:39:54.575922,2023-01-06 15:39:54.575922,Marwa,15,105,2023-11-23,1,10.72,4660,officiel,25,19,170,False,47,11,2023,2023-W47,2023-M11
209,2119602,2023-01-06 15:39:54.588244,2023-01-06 15:39:54.588244,Marwa,Marwa,False,,2023-01-06 15:39:54.588244,2023-01-06 15:39:54.588244,Marwa,15,105,2023-11-24,1,10.72,4661,officiel,25,19,170,False,47,11,2023,2023-W47,2023-M11
210,2119603,2023-01-06 15:40:28.436430,2023-01-06 15:40:28.436430,Marwa,Marwa,False,,2023-01-06 15:40:28.436430,2023-01-06 15:40:28.436430,Marwa,15,105,2023-11-27,1,10.72,4662,officiel,25,19,170,False,48,11,2023,2023-W48,2023-M11
211,2119604,2023-01-06 15:40:28.451380,2023-01-06 15:40:28.451380,Marwa,Marwa,False,,2023-01-06 15:40:28.451380,2023-01-06 15:40:28.451380,Marwa,15,105,2023-11-28,1,10.72,4663,officiel,25,19,170,False,48,11,2023,2023-W48,2023-M11
212,2119605,2023-01-06 15:40:28.464339,2023-01-06 15:40:28.464339,Marwa,Marwa,False,,2023-01-06 15:40:28.464339,2023-01-06 15:40:28.464339,Marwa,15,105,2023-11-29,1,10.72,4664,officiel,25,19,170,False,48,11,2023,2023-W48,2023-M11
213,2119606,2023-01-06 15:40:28.483273,2023-01-06 15:40:28.483273,Marwa,Marwa,False,,2023-01-06 15:40:28.483273,2023-01-06 15:40:28.483273,Marwa,15,105,2023-11-30,1,10.72,4665,officiel,25,19,170,False,48,11,2023,2023-W48,2023-M11
214,2119607,2023-01-06 15:42:48.515356,2023-01-06 15:42:48.515356,Marwa,Marwa,False,,2023-01-06 15:42:48.515356,2023-01-06 15:42:48.515356,Marwa,15,105,2023-12-01,1,10.72,4667,officiel,25,19,170,False,48,12,2023,2023-W48,2023-M12
215,2119608,2023-01-06 15:43:23.485942,2023-01-06 15:43:23.485942,Marwa,Marwa,False,,2023-01-06 15:43:23.485942,2023-01-06 15:43:23.485942,Marwa,15,105,2023-12-04,1,10.72,4668,officiel,25,19,170,False,49,12,2023,2023-W49,2023-M12
216,2119609,2023-01-06 15:43:23.501374,2023-01-06 15:43:23.501374,Marwa,Marwa,False,,2023-01-06 15:43:23.501374,2023-01-06 15:43:23.501374,Marwa,15,105,2023-12-05,1,10.72,4669,officiel,25,19,170,False,49,12,2023,2023-W49,2023-M12
217,2119610,2023-01-06 15:43:23.508627,2023-01-06 15:43:23.508627,Marwa,Marwa,False,,2023-01-06 15:43:23.508627,2023-01-06 15:43:23.508627,Marwa,15,105,2023-12-06,1,10.72,4670,officiel,25,19,170,False,49,12,2023,2023-W49,2023-M12
218,2119611,2023-01-06 15:43:23.521013,2023-01-06 15:43:23.521013,Marwa,Marwa,False,,2023-01-06 15:43:23.521013,2023-01-06 15:43:23.521013,Marwa,15,105,2023-12-07,1,10.72,4671,officiel,25,19,170,False,49,12,2023,2023-W49,2023-M12
219,2119612,2023-01-06 15:43:23.531206,2023-01-06 15:43:23.531206,Marwa,Marwa,False,,2023-01-06 15:43:23.531206,2023-01-06 15:43:23.531206,Marwa,15,105,2023-12-08,1,10.72,4672,officiel,25,19,170,False,49,12,2023,2023-W49,2023-M12
220,2119613,2023-01-06 15:43:59.474999,2023-01-06 15:43:59.474999,Marwa,Marwa,False,,2023-01-06 15:43:59.474999,2023-01-06 15:43:59.474999,Marwa,15,105,2023-12-11,1,10.72,4673,officiel,25,19,170,False,50,12,2023,2023-W50,2023-M12
221,2119614,2023-01-06 15:43:59.489979,2023-01-06 15:43:59.489979,Marwa,Marwa,False,,2023-01-06 15:43:59.489979,2023-01-06 15:43:59.489979,Marwa,15,105,2023-12-12,1,10.72,4674,officiel,25,19,170,False,50,12,2023,2023-W50,2023-M12
222,2119615,2023-01-06 15:43:59.504006,2023-01-06 15:43:59.504006,Marwa,Marwa,False,,2023-01-06 15:43:59.504006,2023-01-06 15:43:59.504006,Marwa,15,105,2023-12-13,1,10.72,4675,officiel,25,19,170,False,50,12,2023,2023-W50,2023-M12
223,2119616,2023-01-06 15:43:59.515921,2023-01-06 15:43:59.515921,Marwa,Marwa,False,,2023-01-06 15:43:59.515921,2023-01-06 15:43:59.515921,Marwa,15,105,2023-12-14,1,10.72,4676,officiel,25,19,170,False,50,12,2023,2023-W50,2023-M12
224,2119617,2023-01-06 15:43:59.524167,2023-01-06 15:43:59.524167,Marwa,Marwa,False,,2023-01-06 15:43:59.524167,2023-01-06 15:43:59.524167,Marwa,15,105,2023-12-15,1,10.72,4677,officiel,25,19,170,False,50,12,2023,2023-W50,2023-M12
225,2119618,2023-01-06 15:44:26.882566,2023-01-06 15:44:26.882566,Marwa,Marwa,False,,2023-01-06 15:44:26.882566,2023-01-06 15:44:26.882566,Marwa,15,105,2023-12-18,1,10.72,4678,officiel,25,19,170,False,51,12,2023,2023-W51,2023-M12
226,2119619,2023-01-06 15:44:26.900683,2023-01-06 15:44:26.900683,Marwa,Marwa,False,,2023-01-06 15:44:26.900683,2023-01-06 15:44:26.900683,Marwa,15,105,2023-12-19,1,10.72,4679,officiel,25,19,170,False,51,12,2023,2023-W51,2023-M12
227,2119620,2023-01-06 15:44:26.908543,2023-01-06 15:44:26.908543,Marwa,Marwa,False,,2023-01-06 15:44:26.908543,2023-01-06 15:44:26.908543,Marwa,15,105,2023-12-20,1,10.72,4680,officiel,25,19,170,False,51,12,2023,2023-W51,2023-M12
228,2119621,2023-01-06 15:44:26.921286,2023-01-06 15:44:26.921286,Marwa,Marwa,False,,2023-01-06 15:44:26.921286,2023-01-06 15:44:26.921286,Marwa,15,105,2023-12-21,1,10.72,4681,officiel,25,19,170,False,51,12,2023,2023-W51,2023-M12
229,2119622,2023-01-06 15:44:26.933555,2023-01-06 15:44:26.933555,Marwa,Marwa,False,,2023-01-06 15:44:26.933555,2023-01-06 15:44:26.933555,Marwa,15,105,2023-12-22,1,10.72,4682,officiel,25,19,170,False,51,12,2023,2023-W51,2023-M12
230,2119623,2023-01-06 15:44:54.565692,2023-01-06 15:44:54.566690,Marwa,Marwa,False,,2023-01-06 15:44:54.566690,2023-01-06 15:44:54.566690,Marwa,15,105,2023-12-25,1,10.72,4683,officiel,25,19,170,False,52,12,2023,2023-W52,2023-M12
231,2119624,2023-01-06 15:44:54.578345,2023-01-06 15:44:54.578345,Marwa,Marwa,False,,2023-01-06 15:44:54.578345,2023-01-06 15:44:54.578345,Marwa,15,105,2023-12-26,1,10.72,4684,officiel,25,19,170,False,52,12,2023,2023-W52,2023-M12
232,2119625,2023-01-06 15:44:54.585251,2023-01-06 15:44:54.585251,Marwa,Marwa,False,,2023-01-06 15:44:54.585251,2023-01-06 15:44:54.585251,Marwa,15,105,2023-12-27,1,10.72,4685,officiel,25,19,170,False,52,12,2023,2023-W52,2023-M12
233,2119626,2023-01-06 15:44:54.590531,2023-01-06 15:44:54.590531,Marwa,Marwa,False,,2023-01-06 15:44:54.590531,2023-01-06 15:44:54.590531,Marwa,15,105,2023-12-28,1,10.72,4686,officiel,25,19,170,False,52,12,2023,2023-W52,2023-M12
234,2119627,2023-01-06 15:44:54.599942,2023-01-06 15:44:54.599942,Marwa,Marwa,False,,2023-01-06 15:44:54.599942,2023-01-06 15:44:54.599942,Marwa,15,105,2023-12-29,1,10.72,4687,officiel,25,19,170,False,52,12,2023,2023-W52,2023-M12
235,2119628,2023-01-06 15:59:41.987014,2023-01-06 15:59:41.987014,Marwa,Marwa,False,,2023-01-06 15:59:41.987014,2023-01-06 15:59:41.987014,Marwa,15,105,2023-02-14,1,10.72,4689,officiel,25,19,170,False,7,2,2023,2023-W7,2023-M2
236,2119629,2023-01-06 15:59:41.996513,2023-01-06 15:59:41.996513,Marwa,Marwa,False,,2023-01-06 15:59:41.997510,2023-01-06 15:59:41.997510,Marwa,15,105,2023-02-15,1,10.72,4690,officiel,25,19,170,False,7,2,2023,2023-W7,2023-M2
237,2119630,2023-01-06 15:59:42.005859,2023-01-06 15:59:42.005859,Marwa,Marwa,False,,2023-01-06 15:59:42.005859,2023-01-06 15:59:42.005859,Marwa,15,105,2023-02-16,1,10.72,4691,officiel,25,19,170,False,7,2,2023,2023-W7,2023-M2
238,2119631,2023-01-06 15:59:42.015826,2023-01-06 15:59:42.015826,Marwa,Marwa,False,,2023-01-06 15:59:42.015826,2023-01-06 15:59:42.015826,Marwa,15,105,2023-02-17,1,10.72,4692,officiel,25,19,170,False,7,2,2023,2023-W7,2023-M2
239,2119632,2023-02-08 08:57:06.750301,2023-02-08 08:57:06.750301,Marwa,Marwa,False,,2023-02-08 08:57:06.750301,2023-02-08 08:57:06.750301,Marwa,15,105,2024-03-01,1,12.0,4698,officiel,25,19,170,False,9,3,2024,2024-W9,2024-M3
240,2119633,2023-01-06 14:34:20.687732,2023-01-06 15:50:29.499446,Marwa,Marwa,False,,2023-01-06 14:34:20.687732,2023-01-06 15:50:29.499446,Marwa,15,105,2023-01-30,1,10.72,4447,officiel,25,19,170,False,5,1,2023,2023-W5,2023-M1
241,2119634,2023-02-07 08:54:44.991072,2023-02-07 08:54:44.991072,Marwa,Marwa,False,,2023-02-07 08:54:44.991072,2023-02-07 08:54:44.991072,Marwa,15,105,2022-02-01,1,1.0,4697,officiel,25,19,170,False,5,2,2022,2022-W5,2022-M2
